IP Address,Common Name,Organization,Country,Locality,Province,Subject Alternative DNS Name,Subject Alternative IP address,Self-signed
"34.237.118.110","apigee.net","","","","","apigee.net|*.apigee.net","","false"
"34.237.118.108","apigee.net","","","","","apigee.net|*.apigee.net","","false"
"34.237.118.111","apigee.net","","","","","apigee.net|*.apigee.net","","false"
"34.237.118.112","apigee.net","","","","","apigee.net|*.apigee.net","","false"
"34.237.118.113","apigee.net","","","","","apigee.net|*.apigee.net","","false"
"34.237.118.115","apigee.net","","","","","apigee.net|*.apigee.net","","false"
"34.237.118.116","apigee.net","","","","","apigee.net|*.apigee.net","","false"
"34.237.118.114","apigee.net","","","","","apigee.net|*.apigee.net","","false"
"34.237.118.117","apigee.net","","","","","apigee.net|*.apigee.net","","false"
"34.237.118.118","apigee.net","","","","","apigee.net|*.apigee.net","","false"
"34.237.118.120","apigee.net","","","","","apigee.net|*.apigee.net","","false"
"34.237.118.119","apigee.net","","","","","apigee.net|*.apigee.net","","false"
"34.237.118.122","apigee.net","","","","","apigee.net|*.apigee.net","","false"
"34.237.118.121","apigee.net","","","","","apigee.net|*.apigee.net","","false"
"34.237.118.123","apigee.net","","","","","apigee.net|*.apigee.net","","false"
"34.237.118.127","apigee.net","","","","","apigee.net|*.apigee.net","","false"
"34.237.118.124","apigee.net","","","","","apigee.net|*.apigee.net","","false"
"34.237.118.126","apigee.net","","","","","apigee.net|*.apigee.net","","false"
"34.237.118.134","apigee.net","","","","","apigee.net|*.apigee.net","","false"
"34.237.118.129","apigee.net","","","","","apigee.net|*.apigee.net","","false"
"34.237.118.130","apigee.net","","","","","apigee.net|*.apigee.net","","false"
"34.237.118.128","apigee.net","","","","","apigee.net|*.apigee.net","","false"
"34.237.118.131","apigee.net","","","","","apigee.net|*.apigee.net","","false"
"34.237.118.125","apigee.net","","","","","apigee.net|*.apigee.net","","false"
"34.237.118.133","apigee.net","","","","","apigee.net|*.apigee.net","","false"
"34.237.118.140","apigee.net","","","","","apigee.net|*.apigee.net","","false"
"34.237.118.142","apigee.net","","","","","apigee.net|*.apigee.net","","false"
"34.237.118.132","apigee.net","","","","","apigee.net|*.apigee.net","","false"
"34.237.118.138","apigee.net","","","","","apigee.net|*.apigee.net","","false"
"34.237.118.141","apigee.net","","","","","apigee.net|*.apigee.net","","false"
"34.237.118.135","apigee.net","","","","","apigee.net|*.apigee.net","","false"
"34.237.118.146","apigee.net","","","","","apigee.net|*.apigee.net","","false"
"34.237.118.137","apigee.net","","","","","apigee.net|*.apigee.net","","false"
"34.237.118.139","apigee.net","","","","","apigee.net|*.apigee.net","","false"
"34.237.118.162","apigee.net","","","","","apigee.net|*.apigee.net","","false"
"34.237.118.158","apigee.net","","","","","apigee.net|*.apigee.net","","false"
"34.237.118.159","apigee.net","","","","","apigee.net|*.apigee.net","","false"
"34.237.118.163","apigee.net","","","","","apigee.net|*.apigee.net","","false"
"34.237.118.145","apigee.net","","","","","apigee.net|*.apigee.net","","false"
"34.237.118.164","apigee.net","","","","","apigee.net|*.apigee.net","","false"
"34.237.118.156","apigee.net","","","","","apigee.net|*.apigee.net","","false"
"34.237.118.166","apigee.net","","","","","apigee.net|*.apigee.net","","false"
"34.237.118.155","apigee.net","","","","","apigee.net|*.apigee.net","","false"
"34.237.118.147","apigee.net","","","","","apigee.net|*.apigee.net","","false"
"34.237.118.144","apigee.net","","","","","apigee.net|*.apigee.net","","false"
"34.237.118.153","apigee.net","","","","","apigee.net|*.apigee.net","","false"
"34.237.118.157","apigee.net","","","","","apigee.net|*.apigee.net","","false"
"34.237.118.152","apigee.net","","","","","apigee.net|*.apigee.net","","false"
"34.237.118.161","apigee.net","","","","","apigee.net|*.apigee.net","","false"
"34.237.118.154","apigee.net","","","","","apigee.net|*.apigee.net","","false"
"34.237.118.151","apigee.net","","","","","apigee.net|*.apigee.net","","false"
"34.237.118.165","apigee.net","","","","","apigee.net|*.apigee.net","","false"
"34.237.118.150","apigee.net","","","","","apigee.net|*.apigee.net","","false"
"34.237.118.148","apigee.net","","","","","apigee.net|*.apigee.net","","false"
"34.237.118.167","apigee.net","","","","","apigee.net|*.apigee.net","","false"
"34.237.118.170","apigee.net","","","","","apigee.net|*.apigee.net","","false"
"34.237.118.172","apigee.net","","","","","apigee.net|*.apigee.net","","false"
"34.237.118.174","apigee.net","","","","","apigee.net|*.apigee.net","","false"
"34.237.118.175","apigee.net","","","","","apigee.net|*.apigee.net","","false"
"34.237.118.168","apigee.net","","","","","apigee.net|*.apigee.net","","false"
"34.237.118.171","apigee.net","","","","","apigee.net|*.apigee.net","","false"
"34.237.118.176","apigee.net","","","","","apigee.net|*.apigee.net","","false"
"34.237.118.169","apigee.net","","","","","apigee.net|*.apigee.net","","false"
"34.237.118.177","apigee.net","","","","","apigee.net|*.apigee.net","","false"
"34.237.118.183","apigee.net","","","","","apigee.net|*.apigee.net","","false"
"34.237.118.178","apigee.net","","","","","apigee.net|*.apigee.net","","false"
"34.237.118.186","apigee.net","","","","","apigee.net|*.apigee.net","","false"
"34.237.118.173","apigee.net","","","","","apigee.net|*.apigee.net","","false"
"34.237.118.187","apigee.net","","","","","apigee.net|*.apigee.net","","false"
"34.237.118.190","apigee.net","","","","","apigee.net|*.apigee.net","","false"
"34.237.118.179","apigee.net","","","","","apigee.net|*.apigee.net","","false"
"34.237.118.184","apigee.net","","","","","apigee.net|*.apigee.net","","false"
"34.237.118.182","apigee.net","","","","","apigee.net|*.apigee.net","","false"
"34.237.118.180","apigee.net","","","","","apigee.net|*.apigee.net","","false"
"34.237.118.185","apigee.net","","","","","apigee.net|*.apigee.net","","false"
"34.237.118.181","apigee.net","","","","","apigee.net|*.apigee.net","","false"
"34.237.118.197","apigee.net","","","","","apigee.net|*.apigee.net","","false"
"34.237.118.192","apigee.net","","","","","apigee.net|*.apigee.net","","false"
"34.237.118.188","apigee.net","","","","","apigee.net|*.apigee.net","","false"
"34.237.118.191","apigee.net","","","","","apigee.net|*.apigee.net","","false"
"34.237.118.196","apigee.net","","","","","apigee.net|*.apigee.net","","false"
"34.237.118.189","apigee.net","","","","","apigee.net|*.apigee.net","","false"
"34.237.118.206","apigee.net","","","","","apigee.net|*.apigee.net","","false"
"34.237.118.203","apigee.net","","","","","apigee.net|*.apigee.net","","false"
"34.237.118.208","apigee.net","","","","","apigee.net|*.apigee.net","","false"
"34.237.118.205","apigee.net","","","","","apigee.net|*.apigee.net","","false"
"34.237.118.207","apigee.net","","","","","apigee.net|*.apigee.net","","false"
"34.237.118.195","apigee.net","","","","","apigee.net|*.apigee.net","","false"
"34.237.118.194","apigee.net","","","","","apigee.net|*.apigee.net","","false"
"34.237.118.193","apigee.net","","","","","apigee.net|*.apigee.net","","false"
"34.237.118.204","apigee.net","","","","","apigee.net|*.apigee.net","","false"
"34.237.118.200","apigee.net","","","","","apigee.net|*.apigee.net","","false"
"34.237.118.217","apigee.net","","","","","apigee.net|*.apigee.net","","false"
"34.237.118.202","apigee.net","","","","","apigee.net|*.apigee.net","","false"
"34.237.118.215","apigee.net","","","","","apigee.net|*.apigee.net","","false"
"34.237.118.216","apigee.net","","","","","apigee.net|*.apigee.net","","false"
"34.237.118.212","apigee.net","","","","","apigee.net|*.apigee.net","","false"
"34.237.118.199","apigee.net","","","","","apigee.net|*.apigee.net","","false"
"34.237.118.201","apigee.net","","","","","apigee.net|*.apigee.net","","false"
"34.237.118.218","apigee.net","","","","","apigee.net|*.apigee.net","","false"
"34.237.118.209","apigee.net","","","","","apigee.net|*.apigee.net","","false"
"34.237.118.214","apigee.net","","","","","apigee.net|*.apigee.net","","false"
"34.237.118.210","apigee.net","","","","","apigee.net|*.apigee.net","","false"
"34.237.118.211","apigee.net","","","","","apigee.net|*.apigee.net","","false"
"34.237.118.222","apigee.net","","","","","apigee.net|*.apigee.net","","false"
"34.237.118.213","apigee.net","","","","","apigee.net|*.apigee.net","","false"
"34.237.118.227","apigee.net","","","","","apigee.net|*.apigee.net","","false"
"34.237.118.229","apigee.net","","","","","apigee.net|*.apigee.net","","false"
"34.237.118.231","apigee.net","","","","","apigee.net|*.apigee.net","","false"
"34.237.118.240","apigee.net","","","","","apigee.net|*.apigee.net","","false"
"34.237.118.239","apigee.net","","","","","apigee.net|*.apigee.net","","false"
"34.237.118.245","apigee.net","","","","","apigee.net|*.apigee.net","","false"
"34.237.118.248","apigee.net","","","","","apigee.net|*.apigee.net","","false"
"34.237.118.234","apigee.net","","","","","apigee.net|*.apigee.net","","false"
"34.237.118.249","apigee.net","","","","","apigee.net|*.apigee.net","","false"
"34.237.118.251","apigee.net","","","","","apigee.net|*.apigee.net","","false"
"34.237.118.250","apigee.net","","","","","apigee.net|*.apigee.net","","false"
"34.237.118.254","apigee.net","","","","","apigee.net|*.apigee.net","","false"
"34.237.118.253","apigee.net","","","","","apigee.net|*.apigee.net","","false"
"34.237.118.252","apigee.net","","","","","apigee.net|*.apigee.net","","false"
"34.237.119.0","*.emtelco.co","","","","","*.emtelco.co|emtelco.co","","false"
"34.237.119.7","*.nagwa.com","","","","","*.nagwa.com|nagwa.com","","false"
"34.237.119.24","onebox.us-east-1.prod.runtime.catalog.sso.amazonaws.com","","","","","onebox.us-east-1.prod.runtime.catalog.sso.amazonaws.com","","false"
"34.237.119.23","kube-apiserver","","","","","9b64c5275d56b74a8e8e49b182117b63.gr7.us-east-1.eks.amazonaws.com|ip-10-0-56-228.ec2.internal|kubernetes|kubernetes.default|kubernetes.default.svc|kubernetes.default.svc.cluster.local","10.100.0.1|192.168.129.7|10.0.56.228","false"
"34.237.119.34","*.c7.us-east-1.airflow.amazonaws.com","","","","","*.c7.us-east-1.airflow.amazonaws.com","","false"
"34.237.119.28","*.dice.com","","","","","*.dice.com|dice.com","","false"
"34.237.119.29","kube-apiserver","","","","","1ef8acada0120cd471834c2ac8f01f69.gr7.us-east-1.eks.amazonaws.com|ip-172-16-180-116.ec2.internal|kubernetes|kubernetes.default|kubernetes.default.svc|kubernetes.default.svc.cluster.local","172.20.0.1|10.72.142.250|172.16.180.116","false"
"34.237.119.17","newyorksportsclubs.com","Town Sports International LLC","US","New York","New York","newyorksportsclubs.com|www.newyorksportsclubs.com|leads.newyorksportsclubs.com|local.newyorksportsclubs.com|offer.newyorksportsclubs.com|bostonsportsclubs.com|local.bostonsportsclubs.com|offer.bostonsportsclubs.com|www.bostonsportsclubs.com|companiesgetfit.com|local.companiesgetfit.com|www.companiesgetfit.com|lucilleroberts.com|local.lucilleroberts.com|offer.lucilleroberts.com|www.lucilleroberts.com|myaroundtheclockfitness.com|local.myaroundtheclockfitness.com|offer.myaroundtheclockfitness.com|www.myaroundtheclockfitness.com|go.myaroundtheclockfitness.com|www.go.myaroundtheclockfitness.com|philadelphiasportsclubs.com|local.philadelphiasportsclubs.com|offer.philadelphiasportsclubs.com|www.philadelphiasportsclubs.com|washingtonsportsclubs.com|local.washingtonsportsclubs.com|offer.washingtonsportsclubs.com|www.washingtonsportsclubs.com","","false"
"34.237.119.35","*.entegysuite.com","Entegy Pty Ltd","AU","Brisbane","Queensland","*.entegysuite.com|entegysuite.com","","false"
"34.237.119.40","saml.certificateevaluete.site","","","","","saml.certificateevaluete.site","","false"
"34.237.119.47","*.nnquckg7727cm.us-east-1.cs.amazonlightsail.com","","","","","*.nnquckg7727cm.us-east-1.cs.amazonlightsail.com","","false"
"34.237.119.45","knitted.app","","","","","knitted.app|*.knitted.app","","false"
"34.237.119.41","*.acimobills.com","","","","","*.acimobills.com","","false"
"34.237.119.53","*.fisglobal.splunkcloud.com","Splunk Inc.","US","San Francisco","California","*.fisglobal.splunkcloud.com|fisglobal.splunkcloud.com|http-inputs-fisglobal.splunkcloud.com|*.http-inputs-fisglobal.splunkcloud.com|akamai-inputs-fisglobal.splunkcloud.com|*.akamai-inputs-fisglobal.splunkcloud.com|http-inputs-ack-fisglobal.splunkcloud.com|*.http-inputs-ack-fisglobal.splunkcloud.com|http-inputs-firehose-fisglobal.splunkcloud.com|*.http-inputs-firehose-fisglobal.splunkcloud.com|*.pvt.fisglobal.splunkcloud.com|pvt.fisglobal.splunkcloud.com","","false"
"34.237.119.66","*.deliverr.com","","","","","*.deliverr.com|*.staging.deliverr.com","","false"
"34.237.119.72","*.uptrust.co","","","","","*.uptrust.co","","false"
"34.237.119.73","*.us-east-1.es.amazonaws.com","","","","","*.us-east-1.es.amazonaws.com","","false"
"34.237.119.71","kube-apiserver","","","","","edc4bbf6378059d08351f75ab2563ad3.gr7.us-east-1.eks.amazonaws.com|ip-10-0-174-189.ec2.internal|kubernetes|kubernetes.default|kubernetes.default.svc|kubernetes.default.svc.cluster.local","10.100.0.1|192.168.184.60|10.0.174.189","false"
"34.237.119.82","*.al3tech.com","","","","","*.al3tech.com|al3tech.com","","false"
"34.237.119.91","app-stagingapi.adlaunch.io","","","","","app-stagingapi.adlaunch.io","","false"
"34.237.119.104","letsencrypt-nginx-proxy-companion","","","","","","","true"
"34.237.119.108","*.samsungacr.com","","","","","*.samsungacr.com|samsungacr.com","","false"
"34.237.119.107","graphql.kytelearning.app","","","","","graphql.kytelearning.app","","false"
"34.237.119.115","*.serversdev.getgo.com","","","","","*.serversdev.getgo.com","","false"
"34.237.119.114","*.rd.mi.cld.3m.com","","","","","*.rd.mi.cld.3m.com","","false"
"34.237.119.118","kube-apiserver","","","","","6f11f3d5c20789dc1daed9a65f6acb18.gr7.us-east-1.eks.amazonaws.com|ip-10-0-34-154.ec2.internal|kubernetes|kubernetes.default|kubernetes.default.svc|kubernetes.default.svc.cluster.local","10.100.0.1|192.168.99.202|10.0.34.154","false"
"34.237.119.122","swrve.messagegears.io","","","","","swrve.messagegears.io","","false"
"34.237.119.123","checkmyassessment.com","","","","","checkmyassessment.com|www.checkmyassessment.com","","false"
"34.237.119.134","*.mattel163.com","杭州易泰美数字科技有限公司","CN","杭州市","浙江省","*.mattel163.com|mattel163.com","","false"
"34.237.119.132","*.us-east-1.es.amazonaws.com","","","","","*.us-east-1.es.amazonaws.com|*.cell-02.us-east-1.es.amazonaws.com","","false"
"34.237.119.135","*.altium.com","","","","","*.altium.com|altium.com","","false"
"34.237.119.136","na1-idms.dm-us.informaticacloud.com","Informatica LLC","US","Redwood City","California","na1-idms.dm-us.informaticacloud.com|na2-idms.dm-us.informaticacloud.com|emw1-idms.dm-em.informaticacloud.com|use4-idms.dm-us.informaticacloud.com|use6-idms.dm-us.informaticacloud.com|usw3-idms.dm-us.informaticacloud.com|usw5-idms.dm-us.informaticacloud.com|apse1-idms.dm-ap.informaticacloud.com","","false"
"34.237.119.137","*.us-east-1.es.amazonaws.com","","","","","*.us-east-1.es.amazonaws.com|*.cell-02.us-east-1.es.amazonaws.com","","false"
"34.237.119.138","*.elsevier.com","ELSEVIER INC.","US","New York","New York","*.elsevier.com|elsevier.com","","false"
"34.237.119.144","api.dev.kaksha.services","","","","","api.dev.kaksha.services","","false"
"34.237.119.147","*.pilotgames.com","","","","","*.pilotgames.com|pilotgames.com","","false"
"34.237.119.146","kube-apiserver","","","","","8ac4603900f9d96d8d834766fc6cf77b.gr7.us-east-1.eks.amazonaws.com|ip-172-16-40-90.ec2.internal|kubernetes|kubernetes.default|kubernetes.default.svc|kubernetes.default.svc.cluster.local","172.20.0.1|10.151.33.5|172.16.40.90","false"
"34.237.119.161","coyuda.com","","","","","coyuda.com|www.coyuda.com","","false"
"34.237.119.160","*.sandbox.sw.skusuite.com","","","","","*.sandbox.sw.skusuite.com","","false"
"34.237.119.165","*.quantiphi.com","","","","","*.quantiphi.com|quantiphi.com","","false"
"34.237.119.173","careseekers.com.au","","","","","careseekers.com.au|*.careseekers.com.au|*.api.careseekers.com.au","","false"
"34.237.119.172","*.use1-002.cradlepointecm.com","","","","","*.use1-002.cradlepointecm.com","","false"
"34.237.119.177","kube-apiserver","","","","","49769f5ac39aa462573188a7454d4ad6.gr7.us-east-1.eks.amazonaws.com|ip-172-16-126-211.ec2.internal|kubernetes|kubernetes.default|kubernetes.default.svc|kubernetes.default.svc.cluster.local","172.20.0.1|10.255.65.6|172.16.126.211","false"
"34.237.119.186","*.us-east-1.es.amazonaws.com","","","","","*.us-east-1.es.amazonaws.com|*.cell-02.us-east-1.es.amazonaws.com","","false"
"34.237.119.189","west.ciodev.accenture.com","Accenture LLP","US","CHICAGO","ILLINOIS","west.ciodev.accenture.com","","false"
"34.237.119.191","*.sam.prismacloud.io","","","","","*.sam.prismacloud.io|*.redlock.io","","false"
"34.237.119.196","*.hex01.helix.apps.fireeye.com","","","","","*.hex01.helix.apps.fireeye.com","","false"
"34.237.119.197","*.legalsight.com","","","","","*.legalsight.com|legalsight.com","","false"
"34.237.119.210","airwayz.com","","","","","airwayz.com|www.airwayz.com","","false"
"34.237.119.219","cell1.metadata.us-east-1.skyb.alameda.aws.dev","","","","","cell1.metadata.us-east-1.skyb.alameda.aws.dev","","false"
"34.237.119.221","seller-api-test.yieldmo.com","","","","","seller-api-test.yieldmo.com","","false"
"34.237.119.222","*.travcoding.com","","","","","*.travcoding.com","","false"
"34.237.119.224","*.godoworks.com","","","","","*.godoworks.com","","false"
"34.237.119.229","*.tfcom-cluster-na-magellanprod.cloud.thermofisher.net","","","","","*.tfcom-cluster-na-magellanprod.cloud.thermofisher.net|*.prod.cloud.thermofisher.net|*.cloud.thermofisher.net|*.tfcom-cluster-na-magellanprod.cloud.thermofisher.com|*.prod.thermofisher.com|*.cloudprod.thermofisher.com|*.thermofisher.com","","false"
"34.237.119.233","*.lku0cdpojfgiq.us-east-1.cs.amazonlightsail.com","","","","","*.lku0cdpojfgiq.us-east-1.cs.amazonlightsail.com","","false"
"34.237.119.240","*.outsystemsenterprise.com","Outsystems - Software Em Rede S.A.","PT","Linda-A-Velha","","*.outsystemsenterprise.com|outsystemsenterprise.com","","false"
"34.237.119.245","*.getfairplay.engineering","","","","","*.getfairplay.engineering|getfairplay.engineering","","false"
"34.237.119.247","*.us-east-1.es.amazonaws.com","","","","","*.us-east-1.es.amazonaws.com|*.cell-02.us-east-1.es.amazonaws.com","","false"
"34.237.120.10","*.us-east-1.es.amazonaws.com","","","","","*.us-east-1.es.amazonaws.com|*.cell-02.us-east-1.es.amazonaws.com","","false"
"34.237.120.14","edgetest.creditv-ec.com","","","","","edgetest.creditv-ec.com","","false"
"34.237.120.21","*.portal.luminsmart.com","","","","","*.portal.luminsmart.com|*.rpc.luminsmart.com|*.api.luminsmart.com","","false"
"34.237.120.23","Plesk","Plesk","CH","Schaffhausen","","","","true"
"34.237.120.24","*.us-east-1.es.a9.com","","","","","*.us-east-1.es.a9.com","","false"
"34.237.120.33","kube-apiserver","","","","","b0f7fe393877205ca683eb43ba1eb120.gr7.us-east-1.eks.amazonaws.com|ip-172-16-99-5.ec2.internal|kubernetes|kubernetes.default|kubernetes.default.svc|kubernetes.default.svc.cluster.local","172.20.0.1|10.127.15.206|172.16.99.5","false"
"34.237.120.34","*.stage.aws.kiusys.com","","","","","*.stage.aws.kiusys.com","","false"
"34.237.120.36","admin.cannooh.com","","","","","admin.cannooh.com","","false"
"34.237.120.51","*.prometheusgroup.dev","","","","","*.prometheusgroup.dev","","false"
"34.237.120.63","*.browsitests.com","","","","","*.browsitests.com","","false"
"34.237.120.64","*.work-prod-vpn.us.e01.c01.johndeerecloud.com","","","","","*.work-prod-vpn.us.e01.c01.johndeerecloud.com|*.deere.com","","false"
"34.237.120.71","3minicraft.today","","","","","3minicraft.today","","false"
"34.237.120.76","*.syncremote.co","","","","","*.syncremote.co","","false"
"34.237.120.83","*.dev.siq.sleepnumber.com","","","","","*.dev.siq.sleepnumber.com","","false"
"34.237.120.91","example.com","","","","","","","true"
"34.237.120.95","*.signnow.com","","","","","*.signnow.com|signnow.com","","false"
"34.237.120.96","*.us-east-1.es.amazonaws.com","","","","","*.us-east-1.es.amazonaws.com|*.cell-01.us-east-1.es.amazonaws.com","","false"
"34.237.120.97","*.ieltsessentials.com","","","","","*.ieltsessentials.com|*.ielts.idp.com","","false"
"34.237.120.108","*.execute-api.us-east-1.amazonaws.com","","","","","*.execute-api.us-east-1.amazonaws.com","","false"
"34.237.120.109","*.stage.baseball.data.hawkeyeinnovations.com","","","","","*.stage.baseball.data.hawkeyeinnovations.com","","false"
"34.237.120.110","*.sw.com.mx","LUNA SOFT S.A. DE C.V.","MX","","Jalisco","*.sw.com.mx|sw.com.mx","","false"
"34.237.120.115","*.targetsolutions.com","","","","","*.targetsolutions.com","","false"
"34.237.120.135","ciam.preprod.us-east-1.aws.paas.redhat.com","Red Hat, Inc.","US","Raleigh","North Carolina","ciam.preprod.us-east-1.aws.paas.redhat.com|*.rosa.stc-ciam-e1-pre.5r5b.p3.openshiftapps.com|*.apps.rosa.stc-ciam-e1-pre.5r5b.p3.openshiftapps.com|*.apps.stc.ciam-s.preprod.us-east-1.aws.paas.redhat.com|*.apps.int.stc.ciam-s.preprod.us-east-1.aws.paas.redhat.com|*.apps.ext.stc.ciam-s.preprod.us-east-1.aws.paas.redhat.com|*.apps.ext-waf.stc.ciam-s.preprod.us-east-1.aws.paas.redhat.com","","false"
"34.237.120.138","*.guardian.fineos.com","Fineos Corporation Limited","IE","Dublin","","*.guardian.fineos.com","","false"
"34.237.120.143","*.quentrytest.com","","","","","*.quentrytest.com","","false"
"34.237.120.147","api.iotsitewise.us-east-1.amazonaws.com","","","","","api.iotsitewise.us-east-1.amazonaws.com","","false"
"34.237.120.148","gl360.daxko.tech","","","","","gl360.daxko.tech","","false"
"34.237.120.158","*.us-east-1.es.amazonaws.com","","","","","*.us-east-1.es.amazonaws.com","","false"
"34.237.120.157","denalimastg.telenav.com","GM","US","Santa Clara","California","denalicldmastg.telenav.com","","false"
"34.237.120.161","downloads.veracode.com","","","","","downloads.veracode.com|download.veracode.com|www.downloads.veracode.com","","false"
"34.237.120.172","*.wisely.io","","","","","*.wisely.io","","false"
"34.237.120.194","npc.crothall.com","","","","","npc.crothall.com","","false"
"34.237.120.208","popex.dragen.illumina.com","","","","","popex.dragen.illumina.com|*.popex.dragen.illumina.com","","false"
"34.237.120.212","*.loadinitializing.com","","","","","*.loadinitializing.com","","false"
"34.237.120.214","*.driveinformed.com","","","","","*.driveinformed.com","","false"
"34.237.120.217","*.casigrow.com","","","","","*.casigrow.com|casigrow.com","","false"
"34.237.120.222","api-beta.ada.finance-tech.a2z.com","Amazon.com Inc.","US","Seattle","Washington","api-beta.magnify.finance-tech.a2z.com|api-beta.ada.finance-tech.a2z.com|vpce-0e612fad8d5f94509-tp5ju2b6.vpce-svc-0dbdaa391bcdc5957.us-east-1.vpce.amazonaws.com|vpce-0e612fad8d5f94509-tp5ju2b6-us-east-1e.vpce-svc-0dbdaa391bcdc5957.us-east-1.vpce.amazonaws.com|vpce-0e612fad8d5f94509-tp5ju2b6-us-east-1a.vpce-svc-0dbdaa391bcdc5957.us-east-1.vpce.amazonaws.com|vpce-0e612fad8d5f94509-tp5ju2b6-us-east-1d.vpce-svc-0dbdaa391bcdc5957.us-east-1.vpce.amazonaws.com","","false"
"34.237.120.229","*.i45903ll0dii4.us-east-1.cs.amazonlightsail.com","","","","","*.i45903ll0dii4.us-east-1.cs.amazonlightsail.com","","false"
"34.237.120.238","*.prod.flex.frontier.a2z.com","","","","","*.prod.flex.frontier.a2z.com","","false"
"34.237.120.237","*.mq.us-east-1.amazonaws.com","","","","","*.mq.us-east-1.amazonaws.com","","false"
"34.237.120.241","test-http-0.iad-apps.beta.canary.edgeguard.ec2.aws.dev","","","","","test-http-0.iad-apps.beta.canary.edgeguard.ec2.aws.dev","","false"
"34.237.120.246","*.mycalladoc.com","","","","","*.mycalladoc.com|mycalladoc.com","","false"
"34.237.120.248","postman-stage.co","","","","","postman-stage.co|*.postman-stage.co|*.postman-stage.com|getpostman-stage.com|*.getpostman-stage.com|postman-stage.com","","false"
